,Culture,Count
7148,"probably French, Mennecy",2
2046,"French, Lunéville (?)",2
2039,"French, Longwy",2
2038,"French, Lisieux",2
282,"Asmat people, As-Atat",2
805,"British, Nailsea",2
1840,"Flemish, Malines (Mechelen)",2
7060,possibly Turkish,2
2160,"French, Sens (Paris Mint)",2
679,"British, Birmingham, after Italian original",2
1629,Eastern Tibetan or Chinese,2
558,"Bohemian, Neuwelt (Nový Svet)",2
6933,"possibly French, Paris",2
1459,"Diné/Navajo, Native American",2
1624,"Eastern Tibet, Derge",2
1622,Eastern Sioux,2
1464,Dogon or Bozo peoples,2
1620,Eastern Siberia,2
1467,Dogon peoples (?),2
6936,"possibly French, Rouen",2
1469,Dominican Republic,2
6526,Vietnam (Champa),2
1477,Dutch (Amsterdam),2
567,Boiken people,2
6443,"Turkish, in the style of Turkman armor",2
568,Boki peoples,2
569,Bolivia,2
1630,Eastern Tibetan or Chinese for the Tibetan market,2
555,"Bohemian, Carlsbad (now Karlovy Vary, Czech Republic)",2
6448,"Turkish, probably",2
6996,possibly Korean,2
6541,"Vietnam (North, Sa Huynh Culture)",2
1438,"Danish, Viborg",2
1658,Egyptian or Syrian,2
1656,Egyptian (repro),2
1439,"Danish, possibly Tønder",2
6420,Turkestan,2
539,Blackfoot,2
7005,possibly Moroccan,2
1644,Edo (Benin) people,2
6426,Turkish and French,2
1637,Ecuador (?),2
545,Bobo peoples,2
1445,Delaware,2
6535,Vietnam (North) or Indonesia (Sumatra),2
1448,Democratic Republic of the Congo,2
551,Bohemian or Slovak,2
681,"British, Birmingham, after Moldovan original",2
570,Bolivia or Peru,2
669,"British, Birmingham, after Flemish original",2
1354,"Comanche, Native American",2
6467,Ugandan,2
1514,"Dutch, Limburg",2
1573,East Greek/Sardis,2
6950,"possibly German, Augsburg",2
614,British (Welsh),2
6951,"possibly German, Bamberg",2
6478,United States or Europe,2
6480,Unknown (China? Found in Vietnam),2
6499,Vanuatuan,2
1550,"East European, possibly Balkans",2
1528,"Dutch, Weesp",2
1530,"Dutch, Zierikzee",2
623,"British mounts and German, Siegburg ceramic",2
6956,"possibly German, Dresden",2
636,British or Italian,2
1537,"Dutch, probably Amsterdam",2
626,British or Continental European,2
634,British or Indian,2
6468,Ugandan or Kenyan,2
603,Brazilian (?),2
667,"British, Birmingham, after Dutch, Leeuwarden original",2
601,Brazil,2
6449,"Turkish, probably Istanbul",2
1491,Dutch or Northern German,2
582,Bornean (Sulawesi),2
663,"British, Birmingham, after Dutch original",2
6453,Turkmen,2
587,Borneo,2
6455,Tussian,2
1495,"Dutch, Amstel",2
589,Bosmun (Bosngun) people,2
594,Bougainville or Buka Island,2
6510,"Venetian or façon de Venise, probably south Lowlands or Germany",2
6972,possibly Iranian,2
1588,Eastern Eurasia,2
6941,possibly Gallo-Roman,2
651,"British, Bilston, South Staffordshire",2
598,Bozo peoples,2
6505,Venetian or façon de Venise,2
6416,Turamarubi people,2
531,Bidayuh (Land Dayak) people,2
6415,Turama people,2
6342,Tigrinya peoples,2
1797,"Façon de Venise, probably south Lowlands or Germany",2
6570,Voltaic?,2
1795,"Façon de Venise, probably Bohemian",2
6568,Voltaic,2
1793,"Façon de Venise, northern European",2
6911,possibly Egyptian,2
1383,"Crow, Native American",2
476,Baule,2
1786,"Fang peoples, Betsi group",2
1783,Fang,2
1779,Faliscan,2
1388,Cupisnique (?),2
1776,"Ewe peoples, Aja group",2
1389,Cupisnique or Chavín,2
482,Baule people,2
7034,"possibly Russian, Verbilki",2
1767,"European, possibly Germany",2
724,"British, Derbyshire",2
466,Bari peoples,2
6414,Tunisian,2
1368,Cook Islands (?),2
1834,"Flemish, Brussels or Antwerp",2
1355,Condorhuasi,2
6901,possibly Costa Rican,2
446,Bamun?,2
1820,Flemish or Lower Rhineland,2
736,"British, Fenton, Staffordshire",2
6334,"Tibetan, Derge",2
451,Bangladesh (probably Comilla District),2
6336,"Tibetan, and possibly Bhutanese and Nepalese",2
456,Bangwa,2
1811,Flemish or British,2
7048,"possibly Spanish, possibly Italian",2
1808,Flanders,2
1807,"Finnish, Helsinki",2
727,"British, Devonshire",2
6908,"possibly Dutch, Rotterdam",2
6340,Tierra del Fuego,2
1765,"European, possibly French",2
1763,"European, possibly",2
7031,possibly Romanian,2
6562,Visayes,2
6392,Torres Strait Island people,2
514,Bembe peoples,2
1695,Ethiopia,2
515,"Bembe peoples, Boyo group",2
1690,Esteros,2
518,Benin,2
1416,Côte d'Ivoire,2
6550,"Vietnam, probably Hai D’uong Province",2
6403,Tsogho peoples,2
1682,English or American,2
7017,possibly Northern European,2
696,"British, Brislington",2
522,"Bermudian, possibly",2
1423,Dan,2
6407,Tsonga peoples,2
6408,Tswana or Zulu,2
1424,Dan or Guere peoples,2
7020,possibly Norwegian,2
6391,Toro/Nyoro peoples?,2
1709,"Etruscan, Campanian",2
712,"British, Coalbrookdale",2
965,Burmese?,2
490,Belau (Palau),2
1755,"European, Continental",2
6374,Toltec (?),2
7029,possibly Roman or Celtic,2
1733,Eurasian,2
500,"Belgian, Brussels or French",2
1729,Etruscan?,2
1711,"Etruscan, Chiusi or environs",2
502,"Belgian, Ghent",2
711,"British, Clerkenwell, London",2
706,"British, Channel Islands (Jersey)",2
1407,Czech (Moravian),2
507,"Belgian, Namur",2
1715,"Etruscan, Etrusco-Corinthian?",2
510,"Belgian, Tournai with Dutch, The Hague decoration",2
6651,Western Siberia,2
2062,"French, Metz",2
6653,Western Tibet (Guge),2
1088,Central Highlands (?),2
6021,"Spanish, Cuenca",2
1086,Central German,2
6023,"Spanish, Eibar",2
2418,"German, Höhr bei Coblenz (today Höhr-Grenzhausen)",2
2415,"German, Holstein",2
1087,Central Highlands,2
1089,"Central India, Raghugarh",2
6719,"Yoruba peoples, Ekiti group (?)",2
2411,"German, Hanover Münden",2
103,Algerian or Moroccan,2
896,"British, possibly London",2
107,"Alutiiq/ Sugpiaq, Native American",2
1093,Central Plains Sioux,2
110,Ameca-Etzatlán,2
6716,"Yoruba peoples, Egbado or Egba group",2
6724,"Yoruba peoples, Ketu group",2
2332,German or Tyrolean,2
2443,"German, Lübben",2
900,"British, possibly Surrey",2
83,Akkadian or Neo-Sumerian,2
2447,"German, Mainz",2
6010,"Spanish, Burgos",2
2444,"German, Lübeck",2
84,Alamblak or Yimam people,2
85,Alamblak people,2
2434,"German, Landshut and Augsburg; gorget, Italian",2
899,"British, possibly Newcastle upon Tyne",2
1070,Central Asian,2
2439,"German, Lower Rhine",2
6013,"Spanish, Castilian",2
87,Alamito,2
89,Alaska or British Columbia,2
7251,probably Philippine,2
7248,probably Norwegian,2
7247,"probably Northern Italian, Padua",2
2350,"German, Bamberg",2
6701,"Yi or Nuosu, China (Yunnan or Sichuan)",2
138,"American, Brooklyn, New York",2
6700,Yi or Nuosu people (Lolo),2
2353,"German, Bautzen (Saxony)",2
2352,"German, Bautzen",2
1111,Ceylonese,2
2349,"German, Baden-Baden",2
119,American U.S.A.,2
2343,"German, Ansbach (Bruckberg)",2
6068,"Spanish, probably Málaga",2
2338,"German, Aachen",2
1118,Chavín,2
875,"British, after Hungarian original",2
1121,Cheyenne,2
6062,"Spanish, possibly Valencia or Talavera",2
4717,Namau,2
883,"British, after Portuguese original",2
7237,probably Moroccan,2
135,"American, Boston (?)",2
1106,Central or Southern German,2
2370,"German, Cologne-Frechen",2
2372,"German, Danzig",2
6053,"Spanish, possibly",2
6051,"Spanish, Valladolid",2
6703,Yimam people (?),2
6049,"Spanish, Valencia (Manises)",2
7245,probably Northern Italian or possibly French,2
1102,Central Vietnam,2
894,"British, possibly Lambeth",2
2386,"German, Florsheim",2
120,American and European,2
6005,"Spanish, Aragon",2
2454,"German, Meissen and Breslau (Wrocław)",2
6003,"Spanish, Andalusia",2
2539,"German, Schwäbisch Hall",2
23,Afghan (Pashtun),2
945,Buna people,2
2549,"German, Stettin",2
7301,probably cast in France,2
2544,"German, Silesia (Warmbrunn)",2
2542,"German, Silesia (Bunzlau)",2
2538,"German, Schwäbisch Gmünd",2
930,"British, provincial or Irish",2
990,Caldas or Sonso,2
37,"Afghanistan, possibly of West Indian manufacture",2
993,Calima (Ilama),2
937,Bronze Age,2
2536,"German, Schrezheim",2
2534,"German, Schleswig-Holstein",2
22,Afghan (Nuristan),2
2564,"German, Vierlande",2
19,Aduma peoples,2
18,Admiralty Islands,2
5941,Southern Italy (?),2
16,Adjora or Aion,2
5939,Southern Italian or Sicilian,2
979,Byzantine or Crusader,2
6779,"blade, Spanish, Toledo; hilt, European, possibly Spanish",2
955,Burma (Haka),2
14,Acoma Pueblo,2
2577,"German, Wolfenbüttel",2
959,Burma (Mara),2
7,Acehnese,2
960,Burma or Thailand,2
969,Bwa or Samo,2
968,Bwa or Nuna (?),2
931,"British, provincial or Welsh",2
2529,"German, Saxony or Thuringia",2
6002,"Spanish, Almería or Granada",2
70,African?,2
5990,Spanish or Moroccan (?),2
5991,Spanish or Near Eastern,2
2476,"German, Meissen with possibly German, Breslau (Wrocław) decoration",2
908,"British, probably Birmingham",2
2475,"German, Meissen with Italian, Rome mounts",2
69,African; created in United Kingdom,2
2473,"German, Meissen with German, Hildesheim decoration",2
1015,Canada or New England,2
5994,Spanish or Southern Italian,2
2470,"German, Meissen with German, Augsburg mounts",2
6732,Yugoslavian,2
905,"British, probably Barcheston or Bordesley",2
76,"Akan peoples, Anyi group",2
2463,"German, Meissen with French mount",2
7269,"probably Southern German, Augsburg",2
6739,Zambian or Zimbabwean,2
911,"British, probably Bristol or possibly Dutch",2
2485,"German, Munich and Augsburg",2
2486,"German, Munich or Augsburg",2
6817,"hilt, Indian, Thanjavur; blade, European",2
918,"British, probably Mortlake",2
2504,"German, Pfalz-Zweibrücken",2
922,"British, probably Shropshire",2
2507,"German, Potsdam glass with Saxony (Dresden) decoration",2
1026,"Carchi-Nariño, Capulí",2
2514,"German, Rauenstein",2
2516,"German, Rhine",2
1019,Capenate,2
5964,"Spain, possibly Valencia or Talavera",2
53,African (east),2
1017,Canadian (British),2
2333,German or West Slavic,2
6029,"Spanish, Majorca",2
2239,"French, possibly Sedan",2
6095,Sudan,2
184,"American, United States",2
2209,"French, possibly Chantilly or Vincennes",2
6662,"Widekum peoples, Maghamo group (?)",2
6102,Suku peoples,2
7205,probably Italian or French,2
7206,probably Italian or Spanish,2
7207,probably Italian or possibly French,2
1178,China?,2
1147,China (Miao-Juigan),2
6096,Sudanese,2
6146,"Swedish, Norrkoping",2
6688,Yaka people,2
6682,Xhosa or Mfengu or Nguni peoples,2
6683,Xhosa or Mfengu peoples,2
2287,Georgian,2
1141,China (Hmong),2
2191,"French, after French, Paris original",2
7217,"probably Italian, Padua",2
7218,"probably Italian, Pesaro",2
2189,"French, Vincennes and Chinese",2
2186,"French, Versailles and Paris",2
2183,"French, Vaucluse (Apt)",2
2270,"Fulani, Bororo or Wodaabe group",2
6109,Sumatra (?),2
6676,Woodland,2
2264,"French, probably for Russian market",2
205,Anatolian or Balkan,2
202,Anatolia,2
2232,"French, possibly Paris or Lorraine",2
2233,"French, possibly Provence",2
210,Ancestral Pueblo (Mesa Verde),2
1166,China or Japan (?),2
851,"British, Swadlincote",2
1169,"China, Mongolia, possibly",2
853,"British, Thames Valley",2
2241,"French, possibly Strasbourg",2
6135,Swedish (Stockholm),2
2217,"French, possibly Lorraine",2
5930,Southern Germany,2
7195,probably Indigenous American (Zuni peoples),2
2253,"French, probably Nantes",2
6674,Wolof peoples,2
6115,"Sumatran, Battak",2
6675,Wongo peoples,2
217,Ancestral Puebloan (Jeddito ),2
186,"American, United States (New York?); and Italian or Spanish",2
2263,"French, probably Tours",2
1183,Chinese (?),2
7210,"probably Italian, Florence",2
2307,German or Austrian (?),2
833,"British, Shropshire",2
1186,Chinese (European blade),2
233,"Anishinaabe, probably Ojibwa, Native American",2
7223,"probably Italian, Venice (Murano)",2
2313,German or Danish,2
6691,Yami people,2
2165,"French, St. Etienne",2
151,"American, Hartford, Connecticut and New York",2
6087,Sri Lanka. western regions,2
160,"American, Menlo Park, California",2
2174,"French, Toulon",2
6839,"hilt, South Indian; blade, European",2
2295,German (Dresden?),2
154,"American, Huntingdon County, Pennsylvania",2
1135,China (Dian culture),2
2308,"German or Austrian, Innsbruck",2
2294,German (Berlin),2
6805,"hilt, British; blade, Spanish",1
6809,"hilt, French; blade, German, Solingen",1
5042,North European,1
6931,possibly French or possibly Dutch,1
5139,Northern India (Mandu?),1
6850,"hilt, Turkish; blade, Persian",1
6856,"hilt, scabbard, Indian; blade, European",1
6808,"hilt, French; blade, German",1
6932,"possibly French, Moustiers",1
6807,"hilt, French; blade, European",1
6789,"cuirass, Iranian; mail shirt, Iranian or Indian",1
5203,Nyaula Iatmul people,1
5201,"Nuremberg : [s.n.], [1664]",1
5043,"North European, possibly northern Germany",1
6806,"hilt, Dutch or Flemish; blade, German",1
5131,Northern German or Scandinavian,1
5069,North Italian (Venice),1
6862,possibly Algeria,1
5071,"North Italian, Venice (?)",1
6790,french,1
6930,possibly French or possibly American,1
6792,"gun, Turkish, Albania or Macedonia; lock, French",1
5072,"North Italian, possibly Verona",1
6929,possibly French or Swiss,1
6953,"possibly German, Berlin",1
6813,"hilt, Indian, Mughal; blade, Indian",1
6812,"hilt, German; blade, Spanish, Toledo",1
5080,North Spanish or South French,1
5079,North Spanish or French,1
6924,possibly French or Flemish,1
5077,North Siberian,1
6926,possibly French or Italian,1
5218,Ojibwa or Cree,1
5076,North Nguni peoples,1
5196,Nuna or Ko peoples,1
6927,"possibly French or Italian, Venice",1
5141,"Northern India, Garwhal, Himachal Pradesh",1
5075,North Netherlandish or South Netherlandish,1
6863,possibly Algerian,1
6787,"crossbow, Spanish, possibly Madrid; lever, probably Spanish",1
6788,"crossbow, possibly Bavarian; cranequin, probably southern German",1
6811,"hilt, German; blade, Spanish",1
6810,"hilt, German, Dresden; blade, Spanish, Toledo",1
5216,"Ogoni peoples, Kana group",1
5074,North Netherlandish (?),1
5199,Nunuma or Winiama peoples,1
5129,Northern German or Dutch,1
5122,"Northern European, probably German",1
6952,"possibly German, Bavarian",1
5130,Northern German or Polish,1
6849,"hilt, Turkish; blade, Iranian with Turkish decoration",1
6804,"hilt, British; blade, German",1
6928,possibly French or Netherlandish,1
5123,Northern France (?),1
5204,Nyaura Iatmul people,1
6857,"hilt, scabbard, and belt, Indian; blade, northern India",1
5058,"North German, possibly Scandinavian",1
5047,North French School,1
5211,Oceania,1
6938,"possibly French, possibly German, possibly Syrian",1
5133,"Northern German, possibly Hanover",1
6939,"possibly French; blade, German, Solingen",1
6796,"hilt and scabbard mounts, Tibetan; blade, Indian",1
5048,North French or German,1
5056,"North German, Lubeck (?)",1
6854,"hilt, probably Dutch; blade, Spanish, Toledo",1
5055,North German or Danish,1
6861,possible French,1
6795,"hilt and guard, Turkish; grip, Indian",1
5049,North French or Mosan,1
5127,"Northern French, Île-de-France (?)",1
5132,"Northern German, possibly Brunswick-Wolfenbüttel",1
6860,northern Tussian or Siemu,1
5213,Ocucaje,1
6940,possibly Gabonese,1
6947,"possibly German or Italian, Venice",1
6794,"gun, possibly Turkish; flint lock, European",1
6946,possibly German or Italian,1
6791,"grip, Indian; guard, scabbard, and decoration on blade, Turkish; blade, Iranian",1
6944,possibly German or Bohemian,1
5053,"North French, British or Netherlandish (?)",1
5052,North French or South Netherlandish (?),1
6942,possibly Gallo-Roman or Merovingian,1
6793,"gun, Turkish; barrel, Italian",1
6948,possibly German or Netherlandish,1
5210,Oaxaca?,1
5214,"Oglala Lakota/ Teton Sioux, Native American",1
6797,"hilt and scabbard, Algerian; blade, European",1
5067,North Indian or possibly Deccan,1
6853,"hilt, probably Dutch; blade, German, Munich",1
6803,"hilt, British, London; blade, German, Solingen",1
6802,"hilt, American, Pennsylvania; blade, German, Solingen",1
6949,"possibly German, Annaberg",1
6801,"hilt and scabbard, probably Spanish; blade, German, Solingen",1
6800,"hilt and scabbard, Turkish, Ottoman; blade, Persian",1
6934,"possibly French, Paris and Swiss",1
5206,"Nyika peoples, Giriyama group",1
5137,"Northern Hungarian, Slovakian",1
5065,"North India, Punjab Hills, Kangra",1
6859,n.p.,1
5045,North French (?),1
5207,Nyishi,1
5064,North India and Tibet,1
6799,"hilt and scabbard, Indian; blade, European",1
5063,North India (possibly Uttar Pradesh),1
5062,"North India (possibly Kausambi, Uttar Pradesh)",1
5208,Nyoro peoples,1
5046,North French (carving); Upper Rhenish (painting),1
6851,"hilt, possibly India; blade, possibly European",1
6798,"hilt and scabbard, Arabian, Jedda; blade, Iranian or Turkish",1
6814,"hilt, Indian, Mughal; blade, Turkish",1
6852,"hilt, probably British; blade, German, Solingen",1
5134,"Northern Germany, probably Hamburg",1
5061,"North India (Uttar Pradesh, Mathura)",1
5060,North India (Delhi -Agra area),1
6923,possibly French or Dutch,1
6879,possibly Bornean,1
5193,Nukuma or Yasyin (?),1
5100,Northeast region,1
6830,"hilt, Italian; blade, Spanish",1
5097,Northeast India (Assam),1
6831,"hilt, Italian; blade, Spanish, Toledo",1
6895,possibly Cameroonian,1
5099,Northeast Woodlands,1
6894,possibly Burmese,1
6878,"possibly Bohemian, Prague",1
6873,possibly Belgian (Flemish),1
5101,Northeastern France (?),1
5102,Northeastern Queensland,1
6832,"hilt, Japanese, made for the European market",1
5169,Northwest Anatolian,1
5112,Northern European (possibly south Lowlands or Germany),1
6892,"possibly British, Yorkshire",1
6828,"hilt, Italian; blade, German",1
6843,"hilt, Sudanese; blade, European",1
6844,"hilt, Sudanese; blade, Iranian",1
5096,Northeast French or South Netherlandish,1
6827,"hilt, Italian; blade, French",1
6876,possibly Bena Bena,1
5113,Northern European (probably Bohemia or Germany),1
6896,possibly Catalan,1
5094,Northeast China or southeast Inner Mongolia,1
5093,Northeast China (Hongshan culture),1
5173,Northwest European,1
5174,"Northwest India (Jammu and Kashmir, ancient kingdom of Kashmir)",1
5114,Northern European (probably German),1
6897,possibly Chadian,1
6874,"possibly Belgian, Liege",1
6900,possibly Corsican,1
5152,"Northern Italian, Bologna or Veneto?",1
5104,Northern Africa  (Morocco?) or Syrian (?),1
6891,"possibly British, South Staffordshire",1
6890,"possibly British, Shelton, Staffordshire",1
5163,Northern Polish,1
6880,possibly Bosian and Herzegovinan,1
6881,possibly Brazilian,1
5107,"Northern Cheyenne, Native American",1
5157,Northern Luzon (?),1
5158,Northern Netherlands,1
5156,"Northern Italian, probably Padua",1
5155,"Northern Italian, possibly Emilia",1
6836,"hilt, Persian; blade, British",1
6883,possibly British or Dutch,1
5160,Northern New Ireland people,1
5161,"Northern New Ireland, Mussau Islands",1
5106,Northern African or Syrian for the European market,1
6835,"hilt, Northern European, possibly German; blade, Italian, Belluno",1
5105,Northern Africa (Morocco?) or Syrian (?),1
5164,Northern Queensland people,1
5168,Northern Tussian or Siemu,1
5165,Northern Spanish,1
6885,"possibly British with French, Sèvres porcelain",1
6834,"hilt, Japanese, possibly Dejima; blade, European",1
5111,"Northern European (?), possibly German",1
6838,"hilt, Scottish; blade, German, Solingen",1
